Dizinin_İsmi,Dizinin_Başlangıç_Yılı,Dizinin_isminin_uzunluğu,Romantik,Dram,Gençlik,Komedi,Macera,KanalD,StarTV,TRT1,ATV,ShowTV,Fox,SamanyoluTV,TV8,Televizyon_Dizisi,İnternet_Dizisi,Bölüm_Süresi,Toplam_Bölüm_Sayısı,Sezon_Başına_Bölüm_Sayısı,Sezon_Sayısı
Kolej Günlüğü,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Kurşun Bilal,2011,12,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,90,10,10.0,1
Kuzey Güney,2011,11,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,90,80,40.0,2
Küçük Hanımefendi,2011,17,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,90,40,20.0,2
Leyla ile Mecnun,2011,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,60,144,48.0,3
Mavi Kelebekler,2011,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,80,26,26.0,1
Mazi Kalbimde Yaradır,2011,21,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,13.0,2
Mor Menekşeler,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Muhteşem Yüzyıl,2011,15,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,100,139,35.0,4
Müziklerin Efendisi,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Naber Bacanak,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Nuri,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Pis Yedili,2011,10,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,120,101,34.0,3
Reis,2011,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,9,9.0,1
Sen de Gitme,2011,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,120,54,27.0,2
Seni Bana Yazmışlar,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
Sensiz Olmaz,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1
Sırat,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1
Sihirli Annem,2003,13,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,60,240,80.0,3
Sudan Sebepler,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Şahin ve Çetesi,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2
Şüphe,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Tek Başımıza,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1
Tövbeler Tövbesi,2011,16,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,90,37,37.0,1
Umutsuz Ev Kadınları,2011,20,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,90,154,51.0,3
Üsküdar'a Giderken,2011,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,13,13.0,1
Ve İnsan Aldandı Bitmeyen Hikâye,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2
Yalancı Bahar,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1
Yamak Ahmet,2011,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,60,60,30.0,2
Yeniden Başla,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Yıldız Masalı,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Yıllar Sonra,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Zehirli Sarmaşık,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
