Dizinin_İsmi,Dizinin_Başlangıç_Yılı,Dizinin_isminin_uzunluğu,Romantik,Dram,Gençlik,Komedi,Macera,KanalD,StarTV,TRT1,ATV,ShowTV,Fox,SamanyoluTV,TV8,Televizyon_Dizisi,İnternet_Dizisi,Bölüm_Süresi,Toplam_Bölüm_Sayısı,Sezon_Başına_Bölüm_Sayısı,Sezon_Sayısı
Hercai,2019,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,150,69,23.0,3
İçten Sesler Korosu,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
İncir Ağacı,2019,11,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,140,140.0,1
Kardeş Çocukları,2019,16,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,130,21,10.0,2
Kimse Bilmez,2019,12,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,140,27,27.0,1
Kurşun,2019,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,120,7,7.0,1
Kuruluş Osman,2019,13,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,135,142,28.0,5
Kuzey Yıldızı İlk Aşk,2019,21,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,140,64,32.0,2
Kuzgun,2019,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,130,21,10.0,2
Leke,2019,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,140,9,9.0,1
Mucize Doktor,2019,13,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,130,64,32.0,2
Nöbet,2019,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,130,8,8.0,1
Pavyon,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2
Prangalı Yarim,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0
Sefirin Kızı,2019,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,120,52,26.0,2
Sevdim Seni Bir Kere,2019,20,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,55,154,154.0,1
Sevgili Geçmiş,2019,14,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,120,8,8.0,1
Şampiyon,2019,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,120,34,34.0,1
Tek Yürek,2019,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,130,22,22.0,1
Vurgun,2019,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,130,6,6.0,1
Vuslat,2019,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,130,44,22.0,2
Yaralı Kuşlar,2019,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,55,165,165.0,1
Yemin,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,503,126.0,4
Yüzleşme,2019,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,120,4,4.0,1
Zalim İstanbul,2019,14,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,120,39,20.0,2
Zengin ve Yoksul,2019,16,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,8,8.0,1
