Dizinin_İsmi,Dizinin_Başlangıç_Yılı,Dizinin_isminin_uzunluğu,Romantik,Dram,Gençlik,Komedi,Macera,KanalD,StarTV,TRT1,ATV,ShowTV,Fox,SamanyoluTV,TV8,Televizyon_Dizisi,İnternet_Dizisi,Bölüm_Süresi,Toplam_Bölüm_Sayısı,Sezon_Başına_Bölüm_Sayısı,Sezon_Sayısı
Hemşire Meri,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Hepimiz Birimiz İçin,2008,20,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,5.0,1
Her Halimle Sev Beni,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Hıçkırık,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
Hicran,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
İpsiz Recep,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
İyi Uçuşlar,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Kalpsiz Adam,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1
Karamel,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1
Kardelen,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Kayıp Prenses,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,1
Kendi Okulumuza Doğru,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1
Kırmızı Işık,2008,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,13,13.0,1
Kız Takımı,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Kolay Gelsin,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Kollama,2008,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,90,134,34.0,4
Küçük Kadınlar,2008,14,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,90,120,40.0,3
Limon Ağacı,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
Memur Muzaffer,0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Mert ile Gert,2008,13,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,90,27,27.0,1
Milyonda Bir,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1
Nerede Kalmıştık,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Ölüm Çiçekleri-Saraybosna,2008,25,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,80,4,4.0,1
Paramparça Aşklar,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Pars: Narkoterör,2008,16,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,90,23,23.0,1
Peri Masalı,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Prenses Perfinya,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Proje 13,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Pulsar,2008,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,90,17,17.0,1
Rüzgar,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Sen Harikasın,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4
Serçe,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1
Servet Avcısı,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
Sınıf,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1
Sırma,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
Son Ağa,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1
Son Bahar,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2
Süper Babaanne,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,90,17,17.0,1
Sürgün Hayatlar,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Talih Kuşu,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
Unutma Beni,2008,11,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,40,1702,213.0,8
Üvey Aile,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Vurgun,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1
Yaban Gülü,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
Yalancı Romantik,2008,16,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,66,33.0,2
Yol Arkadaşım,2008,13,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,80,41,20.0,2
