Dizinin_İsmi,Dizinin_Başlangıç_Yılı,Dizinin_isminin_uzunluğu,Romantik,Dram,Gençlik,Komedi,Macera,KanalD,StarTV,TRT1,ATV,ShowTV,Fox,SamanyoluTV,TV8,Televizyon_Dizisi,İnternet_Dizisi,Bölüm_Süresi,Toplam_Bölüm_Sayısı,Sezon_Başına_Bölüm_Sayısı,Sezon_Sayısı
Çekiç ve Gül: Bir Behzat Ç. Hikayesi,2022,36,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,70,12,6.0,2
Çöp Adam,2022,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,105,30,15.0,2
Darmaduman,2022,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,130,9,9.0,1
Duran,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Duy Beni,2022,8,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,130,20,20.0,1
Dünyayla Benim Aramda,2022,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60,8,8.0,1
Erkek Severse,2022,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45,26,26.0,1
Erşan Kuneri,2022,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,8,8.0,1
Esaret,2022,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,60,240,120.0,2
Gecenin Ucunda,2022,14,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,120,26,26.0,1
Gelsin Hayat Bildiği Gibi,2022,25,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,145,41,41.0,1
Gizli Saklı,2022,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,105,8,8.0,1
Gül Masalı,2022,10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,17,17.0,1
Gülümse Kaderine,2022,16,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,140,5,5.0,1
Güzel Günler,2022,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,145,26,26.0,1
Hakim,2022,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,10,10.0,1
Hayaller ve Hayatlar,2022,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,26.0,1
Hayat Bugün,2022,11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,135,8,8.0,1
Hayatımın Şansı,2022,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,130,9,9.0,1
Hicran,2022,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,50,160,160.0,1
İçimizdeki Ateş,2022,15,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,5,5.0,1
İyilik,2022,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,130,27,14.0,2
Kaçış,2022,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,45,8,8.0,1
Kadere Karşı,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1
Kan Çiçekleri,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2
Kara Tahta,2022,10,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,135,20,20.0,1
Kasaba Doktoru,2022,14,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,135,32,16.0,2
Kızılcık Şerbeti,2022,16,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,130,45,22.0,2
Kıyma,2022,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35,21,7.0,3
Kusursuz Kiracı,2022,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,105,6,6.0,1
Kuş Uçuşu,2022,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,16,8.0,2
Mezarlık,2022,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,4.0,1
Mükemmel Eşleşme,2022,16,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,120,13,13.0,1
Nasıl Fenomen Oldum,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Oğlum,2022,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,120,15,15.0,1
O Kız,2022,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,140,24,24.0,1
Pera Palas'ta Gece Yarısı,2022,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45,8,8.0,1
Sadece Arkadaşız,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Senden Daha Güzel,2022,17,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,120,14,14.0,1
Seni Kalbime Sakladım,2022,21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,120,7,7.0,1
Seversin,2022,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,120,20,20.0,1
Sevmek Zamanı,2022,13,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,120,5,5.0,1
Sıcak Kafa,2022,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,62,8,8.0,1
Sıfırıncı Gün,2022,13,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,115,6,6.0,1
Sipahi,2022,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,8,8.0,1
Sizi Dinliyorum,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Son Nefesime Kadar,2022,18,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,140,5,5.0,1
Toprak ile Fidan,2022,16,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,50,100,100.0,1
Tozluyaka,2022,9,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,110,26,26.0,1
Tuzak,2022,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,145,26,26.0,1
Uysallar,2022,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,8,8.0,1
Üç Kız Kardeş,2022,13,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,135,68,23.0,3
Var Bunlar,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2
Yakamoz S-245,2022,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45,7,7.0,1
Yalı Çapkını,2022,12,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,120,52,26.0,2
Yalnız Kurt,2022,11,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,135,32,16.0,2
Yazgı,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1
Yürek Çıkmazı,2022,13,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,120,28,28.0,1
Zeytin Ağacı,2022,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,8,8.0,1
