Dizinin_İsmi,Dizinin_Başlangıç_Yılı,Dizinin_isminin_uzunluğu,Romantik,Dram,Gençlik,Komedi,Macera,KanalD,StarTV,TRT1,ATV,ShowTV,Fox,SamanyoluTV,TV8,Televizyon_Dizisi,İnternet_Dizisi,Bölüm_Süresi,Toplam_Bölüm_Sayısı,Sezon_Başına_Bölüm_Sayısı,Sezon_Sayısı
Fırıldak Ailesi,2013,15,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,10,21,10.0,2
Firuze,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1
Galip Derviş,2013,12,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,70,56,19.0,3
Gönül Hırsızı,2013,13,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,120,19,19.0,1
Görüş Günü Kadınları,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Gurbette Aşk Bir Yastıkta,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1
Güneşi Beklerken,2013,16,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,120,54,54.0,1
Güldür Güldür Show,2013,18,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,135,357,30.0,12
Güzel Çirkin,2013,12,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,13,13.0,1
Hayatın Kıyısında,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0
Her Şey Yolunda,2013,15,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,100,23,23.0,1
Hıyanet Sarmalı,2013,15,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,100,35,35.0,1
İnadına Yaşamak,2013,15,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,110,6,6.0,1
İntikam,2013,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,90,44,22.0,2
Kaçak,2013,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,100,52,26.0,2
Kahireli Palas,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1
Karagül,2013,7,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,130,125,31.0,4
Kayıp,2013,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,90,18,18.0,1
Küçük Gelin,2013,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,105,92,31.0,3
Medcezir,2013,8,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,100,77,38.0,2
Merhamet,2013,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,95,44,22.0,2
Nerde O Yeminler,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1
Osmanlı Tokadı,2013,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,37,18.0,2
Osmanlı'da Derin Devlet,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1
Otisabi,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Ötesiz İnsanlar,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2
Rüzgarlı Sokak,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1
Saklı Kalan,2013,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3.0,1
Salih Kuşu,2013,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,100,10,10.0,1
Sana Bir Sır Vereceğim,2013,22,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,60,29,29.0,1
Sevdaluk,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1
Tatar Ramazan,2013,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,85,26,13.0,2
Tozlu Yollar,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
Vicdan,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1
Yağmurdan Kaçarken,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
Yüksek Giriş,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1
